index	symbol	source_file	line_no	raw
812	__ARQRequestPendingLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13982	__ARQRequestPendingLo = .sbss:0x803D416C; // type:object size:0x4 scope:local data:4byte
813	__ARQCallbackHi	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13983	__ARQCallbackHi = .sbss:0x803D4170; // type:object size:0x4 scope:local data:4byte
814	__ARQCallbackLo	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13984	__ARQCallbackLo = .sbss:0x803D4174; // type:object size:0x4 scope:local data:4byte
815	__ARQChunkSize	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13985	__ARQChunkSize = .sbss:0x803D4178; // type:object size:0x4 scope:local data:4byte
816	__ARQ_init_flag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13986	__ARQ_init_flag = .sbss:0x803D417C; // type:object size:0x4 scope:local data:4byte
817	__AXCallbackStack	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13987	__AXCallbackStack = .sbss:0x803D4180; // type:object size:0x4 scope:local data:4byte
818	__AXCallbackAuxA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13988	__AXCallbackAuxA = .sbss:0x803D4188; // type:object size:0x4 scope:local data:4byte
819	__AXCallbackAuxB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13989	__AXCallbackAuxB = .sbss:0x803D418C; // type:object size:0x4 scope:local data:4byte
820	__AXContextAuxA	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13990	__AXContextAuxA = .sbss:0x803D4190; // type:object size:0x4 scope:local data:4byte
821	__AXContextAuxB	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13991	__AXContextAuxB = .sbss:0x803D4194; // type:object size:0x4 scope:local data:4byte
822	__AXAuxADspWrite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13992	__AXAuxADspWrite = .sbss:0x803D4198; // type:object size:0x4 scope:local data:4byte
823	__AXAuxADspRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13993	__AXAuxADspRead = .sbss:0x803D419C; // type:object size:0x4 scope:local data:4byte
824	__AXAuxBDspWrite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13994	__AXAuxBDspWrite = .sbss:0x803D41A0; // type:object size:0x4 scope:local data:4byte
825	__AXAuxBDspRead	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13995	__AXAuxBDspRead = .sbss:0x803D41A4; // type:object size:0x4 scope:local data:4byte
826	__AXAuxDspWritePosition	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13996	__AXAuxDspWritePosition = .sbss:0x803D41A8; // type:object size:0x4 scope:local data:4byte
827	__AXAuxDspReadPosition	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13997	__AXAuxDspReadPosition = .sbss:0x803D41AC; // type:object size:0x4 scope:local data:4byte
828	__AXAuxCpuReadWritePosition	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13998	__AXAuxCpuReadWritePosition = .sbss:0x803D41B0; // type:object size:0x4 scope:local data:4byte
829	__AXCommandListPosition	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	13999	__AXCommandListPosition = .sbss:0x803D41B8; // type:object size:0x4 scope:local data:4byte
830	__AXClWrite	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14000	__AXClWrite = .sbss:0x803D41BC; // type:object size:0x4 scope:local data:4byte
831	__AXCommandListCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14001	__AXCommandListCycles = .sbss:0x803D41C0; // type:object size:0x4 scope:local data:4byte
832	__AXClMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14002	__AXClMode = .sbss:0x803D41C4; // type:object size:0x4 scope:global data:4byte
833	__AXOutFrame	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14003	__AXOutFrame = .sbss:0x803D41C8; // type:object size:0x4 scope:local data:4byte
834	__AXOutDspReady	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14004	__AXOutDspReady = .sbss:0x803D41CC; // type:object size:0x4 scope:local data:4byte
835	__AXOsTime	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14005	__AXOsTime = .sbss:0x803D41D0; // type:object size:0x8 scope:local data:4byte
836	__AXUserFrameCallback	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14006	__AXUserFrameCallback = .sbss:0x803D41D8; // type:object size:0x4 scope:local data:4byte
837	__AXDSPInitFlag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14007	__AXDSPInitFlag = .sbss:0x803D41DC; // type:object size:0x4 scope:local data:4byte
838	__AXDSPDoneFlag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14008	__AXDSPDoneFlag = .sbss:0x803D41E0; // type:object size:0x4 scope:local data:4byte
839	__AXDebugSteppingMode	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14009	__AXDebugSteppingMode = .sbss:0x803D41E4; // type:object size:0x4 scope:local data:4byte
840	__AXSpbAL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14010	__AXSpbAL = .sbss:0x803D41E8; // type:object size:0x4 scope:local data:4byte
841	__AXSpbAR	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14011	__AXSpbAR = .sbss:0x803D41EC; // type:object size:0x4 scope:local data:4byte
842	__AXSpbAS	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14012	__AXSpbAS = .sbss:0x803D41F0; // type:object size:0x4 scope:local data:4byte
843	__AXSpbAAL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14013	__AXSpbAAL = .sbss:0x803D41F4; // type:object size:0x4 scope:local data:4byte
844	__AXSpbAAR	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14014	__AXSpbAAR = .sbss:0x803D41F8; // type:object size:0x4 scope:local data:4byte
845	__AXSpbAAS	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14015	__AXSpbAAS = .sbss:0x803D41FC; // type:object size:0x4 scope:local data:4byte
846	__AXSpbABL	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14016	__AXSpbABL = .sbss:0x803D4200; // type:object size:0x4 scope:local data:4byte
847	__AXSpbABR	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14017	__AXSpbABR = .sbss:0x803D4204; // type:object size:0x4 scope:local data:4byte
848	__AXSpbABS	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14018	__AXSpbABS = .sbss:0x803D4208; // type:object size:0x4 scope:local data:4byte
849	__AXMaxDspCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14019	__AXMaxDspCycles = .sbss:0x803D4210; // type:object size:0x4 scope:local data:4byte
850	__AXRecDspCycles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14020	__AXRecDspCycles = .sbss:0x803D4214; // type:object size:0x4 scope:local data:4byte
851	__AXNumVoices	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14021	__AXNumVoices = .sbss:0x803D4218; // type:object size:0x4 scope:local data:4byte
852	__AXProfile	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14022	__AXProfile = .sbss:0x803D4220; // type:object size:0x4 scope:local data:4byte
853	__AXMaxProfiles	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14023	__AXMaxProfiles = .sbss:0x803D4224; // type:object size:0x4 scope:local data:4byte
854	__AXCurrentProfile	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14024	__AXCurrentProfile = .sbss:0x803D4228; // type:object size:0x4 scope:local data:4byte
855	__AXProfileInitialized	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14025	__AXProfileInitialized = .sbss:0x803D422C; // type:object size:0x4 scope:local data:4byte
856	__DSP_init_flag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14026	__DSP_init_flag = .sbss:0x803D4230; // type:object size:0x4 scope:local data:4byte
857	__DSP_rude_task_pending	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14030	__DSP_rude_task_pending = .sbss:0x803D4244; // type:object size:0x4 scope:global data:4byte
858	__DSP_rude_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14031	__DSP_rude_task = .sbss:0x803D4248; // type:object size:0x4 scope:global data:4byte
859	__DSP_tmp_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14032	__DSP_tmp_task = .sbss:0x803D424C; // type:object size:0x4 scope:global data:4byte
860	__DSP_last_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14033	__DSP_last_task = .sbss:0x803D4250; // type:object size:0x4 scope:global data:4byte
861	__DSP_first_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14034	__DSP_first_task = .sbss:0x803D4254; // type:object size:0x4 scope:global data:4byte
862	__DSP_curr_task	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14035	__DSP_curr_task = .sbss:0x803D4258; // type:object size:0x4 scope:global data:4byte
863	__piReg	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14036	__piReg = .sbss:0x803D4260; // type:object size:0x4 scope:global data:4byte
864	__cpReg	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14037	__cpReg = .sbss:0x803D4264; // type:object size:0x4 scope:global data:4byte
865	__peReg	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14038	__peReg = .sbss:0x803D4268; // type:object size:0x4 scope:global data:4byte
866	__memReg	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14039	__memReg = .sbss:0x803D426C; // type:object size:0x4 scope:global data:4byte
867	__GXCurrentThread	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14042	__GXCurrentThread = .sbss:0x803D4278; // type:object size:0x4 scope:local data:4byte
868	GXOverflowSuspendInProgress	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14044	GXOverflowSuspendInProgress = .sbss:0x803D4280; // type:object size:0x4 scope:local data:4byte
869	__GXOverflowCount	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14046	__GXOverflowCount = .sbss:0x803D4288; // type:object size:0x4 scope:local data:4byte
870	__GXCurrentBP	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14047	__GXCurrentBP = .sbss:0x803D428C; // type:object size:0x4 scope:global
871	EXIInputFlag	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14058	EXIInputFlag = .sbss:0x803D42C4; // type:object size:0x1 scope:local data:byte
872	__PADFixBits	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14065	__PADFixBits = .sbss:0x803D42E0; // type:object size:0x4 scope:global data:4byte
873	__GBAReset	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14067	__GBAReset = .sbss:0x803D42F0; // type:object size:0x4 scope:global data:4byte
874	freechunkcontrolsptr	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14474	freechunkcontrolsptr = .sbss:0x803D4968; // type:object size:0x4 scope:global data:4byte
875	freeDmaDebType	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14476	freeDmaDebType = .sbss:0x803D4970; // type:object size:0x4 scope:global data:4byte
876	freedebchkptr	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14477	freedebchkptr = .sbss:0x803D4974; // type:object size:0x4 scope:global data:4byte
877	freedebkeyptr	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14478	freedebkeyptr = .sbss:0x803D4978; // type:object size:0x4 scope:global data:4byte
878	stritot	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14565	stritot = .sbss:0x803D4AC8; // type:object size:0x4 scope:global data:4byte
879	__SBSS_END__	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14627	__SBSS_END__ = .sbss:0x803D4BD4; // type:object scope:global
880	__SDATA2_START__	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14628	__SDATA2_START__ = .data5:0x803D4BE0; // type:object size:0x4 scope:global
881	__clz_tab	docs/symbol_donors/sdk_symbol_sources/crashwoc_symbols.txt	14736	__clz_tab = .data5:0x803D51D8; // type:object size:0x100 scope:local
